id,basics,education,skills,work
10,,"study: Finance, General, institution: Harvard Business School Executive Education ; study: Leadership &amp; Managing People, institution: Harvard Business School Executive Education ; study: Master of Business Administration (M.B.A.)&#44; MBA, institution: The University of Bolton, U.K.",Management ; Team Leadership ; Relationship Management ; Competitive Analysis ; CRM ; Finance ; Marketing ; People Management ; Leadership ; Customer Service ; Portfolio Management ; Analysis ; Banking ; New Business Development ; Business Development ; Credit Risk ; Financial Analysis ; Customer Relationship Management (CRM) ; Business Strategy ; Sales ; Team Management ; Sales Management ; Credit Analysis,"work: Techcombank (TCB)&#44; Vietnam, position: Director of Strategic Partnerships, desc:  ; work: Expedia, Inc., position: Area Manager, desc: •	Develop goals, ideas and initiatives that improve the performance, manage costs, and drive change at all levels.
•	Manage a team including Market Managers, Associate Market Managers, and Market Associates to deliver revenue and/or acquisition goals through management of inventory, rates and supplier relations and negotiation of best inventory and most strategically competitive rates in the assigned market.
•	Evaluate market trends and competitor activity and provide analysis and recommendations to management
•	Continually coach and provide best practices and recommendations to direct and skip-level reports

Key achievements:
1.	Q1, Q2 2015 – Award – The fastest team in APAC of acquisition new hotels.
2.	Q1 2015 – Highest room nights production in South East Asia region.  
3.	Aug 2015 – Best Team of acquisition new hotels in Asia Pacific.
4.	Q4 2015 – Top 10 in Asia Pacific of new acquisition performance.  ; work: HSBC&#44; Ho Chi Minh city, position: Premier Relationship Manager, desc: Responsibilities:

•	Acquired new customers and managing the portfolios of high balances/wealthy customers;
•	Implemented sales activities on the customer portfolio to grow their value/return to the Bank;
•	Made use of relationship management to retain valuable customers and win new business.
•	Provided excellent services to customers and achieving cross-selling and referrals

Key achievements:
1.	Oct2010 – Champion of Premier customers acquisition
2.	Dec2010 – HSBC Best Relationship Manager
3.	Jan2011 – 2nd place HSBC Asia-Pacific Regional Relationship Manager
4.	Feb2011 - Champion of Premier customers acquisition ; work: Qatar Airways - World&#39;s 5-star airline&#44; Ho Chi Minh City, position: Sales Support Coordinator, desc: Responsibilities:

•	Consolidated data from multiple sources, analysis of the data, and presentation of findings recommended actions and/or resolution to senior management regarding business performance, pricing and competitors;
•	Supported Country Manager for marketing activities with the main focus on developing brand awareness via Internet channel in Vietnam;
•	Acted as sales executive responsible for Internet’s sale revenue, contributing to overall financial targets.

Key achievements:
1.	Increased online market share by +240% 
2.	Increased online sale revenue (Internet) by +400% ; work: Techcombank (TCB)&#44; Ho Chi Minh City, position: Area Manager, Priority Banking, desc:  ; work: Techcombank (TCB)&#44; Ho Chi Minh City, position: Branch Priority Banking Manager, desc: Managed Priority Relationship Managers in branch, coached and developed the team to provide valuable financial advice to high net worth customers.  Successful developed new sales strategies that improved fee incomes by 300% YoY.  Together, implemented of quality standards ensuring superior service and customer experience

Key achievements:
1.	Best branch of incremental deposits of Priority customers in Q3 and Q4 -2011
2.	Best branch of issuing credit cards for Priority customers in Q1 and Q2-2012
3.	Best branch of Total operating income for Q3 and Q4-2012, Q1 and Q2-2013
 ; work: Vietnam Airlines&#44; Ho Chi Minh City, position: Supervisor passenger services, desc: Responsibilities:

•	Ensure that daily operations are running smoothly;
•	Supervised the check-in staff and allocate them on the rota basis;
•	Deal with passenger complaints and handle lost or damaged property;
•	Liaise with staff from other operational areas of the airport and attend regular meetings"
11,,"study: Bachelor&#39;s degree&#44; Information Technology, institution: Ho Chi Minh City University of Science",Java ; Team Leadership ; Training ; Strategic Planning ; Teamwork ; Teaching ; Microsoft Word ; Public Speaking ; HTML ; Editing ; Microsoft Office ; C ; Human Resources ; Windows ; Customer Service ; Microsoft Excel ; C++ ; Budgets ; English ; Research ; Negotiation ; Photoshop ; Outlook ; Time Management ; PowerPoint,"work: Big C Vietnam&#44; Vietnam, position: Training Manager, desc: www.bigc.vn"
12,,"study: High School&#44; International Baccalaurate (IB), institution: Saint Mary&#39;s School Nairobi ; study: Bachelor&#39;s Degree&#44; Architecture, institution: Nelson Mandela Metropolitan University ; study: Master&#39;s Degree&#44; Architecture, institution: Nelson Mandela Metropolitan University",Sketching ; Comprehensive Planning ; Photography ; Interior Design ; Concept Design ; Construction ; Architectures ; Space planning ; Microsoft Office ; Sustainable Design ; Graphic Design ; SketchUp ; Architecture ; Adobe Photoshop ; Space Planning ; Design Research ; Interior Architecture ; Drawing ; Architectural Design ; Photoshop ; AutoCAD ; 3D Modeling ; Revit ; Rendering ; Urban Design ; Architectural Drawings ; AutoCAD Architecture ; PowerPoint,"work: Picha Architects&#44; Richmond Hill, Port Elizabeth, South Africa, position: Candidate Architect, desc: -Proposal development for various project types.
-Application of critical thinking as well as creativity essential to design development.
-Use of CAD skills in execution of projects ; work: Nina Maritz Architects, position: Candidate Architect, desc: "
13,"Datacenter Architect

Specialties: Datacenter Architecture
Datacenter Virtualization
Unified Fabric
Unified Computing","study: BS&#44; Telecommunication, institution: Posts and Telecommunications Institute of Technology",Network Security ; Open Shortest Path First (OSPF) ; Routing ; Cisco Routers ; Networking ; Network Architecture ; Data Center ; Multiprotocol Label Switching (MPLS) ; Cisco Technologies ; MPLS ; IT Solutions ; CCIE R&amp;S ; Unified Communications ; Internet Protocol (IP) ; OSPF ; Network Design ; IP ; Pre-sales ; Computing ; Cloud Computing ; Cisco Certified ; Virtualization ; IT Management ; Telecommunications ; Cisco Systems Products,"work: FPT Information System, position: Systems Engineer. Sales, desc:  ; work: Ericsson, position: Systems Engineer. Support, desc:  ; work: VnPro IT Center, position: Lecturer, desc: Conduct CCNA/CCNP courses ; work: Cisco Systems, position: Systems Engineer.Sales, desc: "
14,"- Have 9+ years experiences in Information Technology
- Have 5+ years experiences in Project Management for Education Major
- Have passionate related to education job
- Have 2+ years experiences in Business Analysis in an enterprise product

Personal Characteristic: Just want to do instead of talk; and the result measure the progress of Job","study: Bachelor’s Degree&#44; Computer Science, institution: University Of Science Ho Chi Minh",Management ; Project Planning ; Team Leadership ; Recruiting ; Integration ; Strategy ; Enterprise Software ; Teamwork ; Start Ups ; Solution Consultant ; Leadership ; Project Management ; Training ; Requirements Analysis ; Business Analysis ; Software Project Management ; Competitive Analysis ; Marketing Strategy ; Information Technology ; Software Development ; Consulting ; Program Management ; Business Strategy ; Team Management ; Online Marketing ; Agile Methodologies ; Product Management,"work: APEX Global Corporation&#44; HCM Vietnam, position: Business Consultant, desc: - Elicit the learning requirement needs from customer
- Consult the stakeholder of customer develop planning to training skills, techniques to team follow the company strategy to develop human
- Consult the stakeholder of customer develop the objectives for each training course
- Finding the training center follow the objectives
- Follow-up to support customer evaluation the results by period after training course finish ; work: FTP Software, Inc., position: Project Manager, desc: - Project Planning
- Human Resource Managing
- Risk Planning
- Monitoring &amp; Control the Project
- Stakeholder Planning and Communication
- Configuration Management  "
15,,"study: Bachelor of Arts (B.A.)&#44; Interior Design, institution: Lebanese American University ; study: , institution: dawood karam High school",Negotiation ; Project Planning ; Recruiting ; Operations Management ; Team Organisation ; Business Development ; Microsoft Office ; Team Motivation,
16,"Experienced Commercial Attache with a demonstrated history of working in the international trade and development industry. Skilled in Sustainable Development, Business Planning, Analytical Skills, International Business, and Market Research. Strong operations professional with a MSc Economic Development and Policy Analysis focused in Economics from University of Nottingham. ","study: MSc Economic Development and Policy Analysis&#44; Economics, institution: University of Nottingham ; study: Bachelor of Commerce&#44; Economics and Management, institution: Monash University",Data Analysis ; Qualitative Research ; Project Planning ; Policy Analysis ; Strategy ; Statistics ; Management ; Policy ; Capacity Building ; International Development ; Strategic Planning ; Quantitative Research ; Business Planning ; Economic Modeling ; Microsoft Office ; International Relations ; Economics ; Analysis ; Proposal Writing ; Business Development ; Research ; Project Management ; Financial Analysis ; Sustainable Development ; Business Strategy ; Market Research ; Economic Policy ; Teamwork,"work: Embassy of Ireland Kenya&#44; Nairobi, Kenya, position: Commercial Attachè, desc: My role as the Commercial Attaché is to facilitate B2B, B2C and B2G trade between Ireland and Kenya. Core to my deliverables is developing market intelligence on the four East African Markets (Kenya, Uganda, Tanzania and Ethiopia); strengthening the commercial ties and trade development between Ireland and Kenya (and the 4 East African countries); identifying opportunities for businesses with special focus on Agribusiness; Aviation; Health/Pharmaceutical; Education; Fintech; Energy sectors. I am also responsible for advising businesses on market entry strategies. As the first Commercial Attaché at the Embassy I have also been charged with setting up systems, defining the role, and forming and strengthening key commercial partnerships.  ; work: African Development Bank&#44; Sudan Field Office, position: Economist, desc: •	Economic modelling and reporting on country economic matters 
•	Assisted in the development of quality project proposals
•	Provided operational support to the Principal Country Programme Officer in the design and delivery of country programmes. This included preparation of TORs, budgeting, procurement, disbursement and financial management.
•	Conducted industry and market research on foreign investments in Sudan 
•	Added technical value to the reviews of several reports including project proposals and appraisal reports, country briefs, country project completion reports and reviews of Bank policies and strategies in the provision of development assistance to Sudan and Fragile states.
 ; work: Global Institute of Management&#44; Nairobi, position: Projects Coordinator, desc: •	Established a system for monitoring and evaluating of project activities.
•	Coordinated and successfully developed preliminary research and presentation on Special Economic Zones in Lamu, Kenya.
•	Participated in the promotion of the Lamu Port Southern Sudan Ethiopia Transport (LAPSSET) Corridor Project in collaboration with the Office of the Prime Minister.
•	Coordinated the secondment of consultant engineers to various national infrastructure projects, including the Mombasa Port Development Project, Dongo Kundu Bypass.
•	Generated leads with various companies and institutions that resulted in strategic partnerships on various projects.
 ; work: AMSCO&#44; Nairobi Kenya, position: Account Manager - Project Officer, desc: •	Sourcing and screening viable interventions in SMEs that are in line with AMSCO’s mandate and country specific objectives and strategies.
•	Driving innovation and entrepreneurship in the team by expanding existing service lines and the development of new business 
•	Leading due diligence of client or prospective client enterprises: financial, business and legal.
•	Preparation and compilation of project profiles and documents for internal and government steering committee approval for intervention by AMSCO.
•	Monitoring and evaluation of projects performance in line with clients overall objectives and strategies.
•	Ensuring succession planning in SMEs takes place in order to guarantee sustainability of the enterprise post-AMSCO intervention.
•	Client relationship management and stakeholder’s interest’s coordination and management.
 ; work: AMSCO&#44; Nairobi, Kenya, position: Junior Project Officer, desc: •	Assisted in prospecting and identifying viable Business opportunities that are in line with AMSCO’s mandate, as well as country specific objectives and strategies.
•	Ensured client financially sustainable through financial statement analysis
•	Compiled project profiles for approval at Regional level for intervention by AMSCO.
•	Monitored and evaluated project performance in line with clients overall objectives and strategy.
•	Participated in the development of the East Africa region 2015-2017 business plan aligning it with the company’s new strategy.
 ; work: University of Nottingham, position: Student, desc: "
17,,"study: Bachelor of Commerce (BCom)&#44; Accounting and Business/Management, institution: The Catholic University of Eastern Africa ; study: Business Administration and Management, General, institution: Strathmore business school",Portfolio Management ; Risk Management ; Financial Services ; Credit Risk ; Loans ; Retail Banking,"work: Standard Chartered Bank&#44; Nairobi,  Kenya, position: Manager, various functions from operations, customer care and management, desc:  ; work: Standard Chartered Bank&#44; Kenya, position: SME Manager, Collections-Credit Dept, desc:  ; work: Standard Chartered Bank&#44; Kenya, position: Manager, Auto and Mortgages-Credit Dept, desc:  ; work: Standard Chartered Bank&#44; Kenya, position: Senior Manager- Speacilised Portfolio, Risk Management, desc:  ; work: Standard Chartered Bank&#44; Kenya, position: Team leader,Secured Portfolio-Risk, desc: "
18,,,Management ; Finance ; Financial Reporting ; Microsoft Excel ; Strategic Planning ; Financial Accounting ; Financial Analysis ; Managerial Finance ; Accounting ; Microsoft Office,"work: Ronak Lighting Industries Co&#44; Tehran, position: Chief Financial Officer, desc: "
19,,"study: Bachelor&#39;s degree in Quantity Surveying&#44; Quantity surveying, institution: University of Nairobi ; study: Certified Public Accountant - CPA(K)&#44; Accounting and Business/Management, institution: Strathmore University ; study: Diploma In Project Managment&#44; Project Management, institution: Kenya Institute Of managment",Cost Engineering ; Quantity Surveying ; Project Estimation ; Microsoft Excel ; Business-minded ; Construction Management ; Management ; Construction ; Construction Consulting ; Auditing ; Construction Cost Control ; Project Planning ; Project Management,"work: Barker &amp; Barton (K)&#44; Nairobi, position: Quantity Surveyor | Construction Project Manager, desc:  ; work: Alb Osman &amp; co. Ltd&#44; Nairobi, position: Projects Manager, desc: Project Planning, Project Cost estimations and controls, Re-measurement of works, Project Progress monitoring and evaluation, Preparation of Projects reports, Interim Valuations of works, Projects Appraisal, Quantity surveying."
20,"We are urgently looking for the right people for following positions:

HOT HOT JOBS in NOVEMBER 2017 (Entry level/ Experienced)

** 10 Senior/Software Engineers (C++/PHP/ Python/ Java) based in HCM &amp; HANOI
** 02 Senior/ Android Developers - HCM
** 02 Senior/ QA-QC - HCM
** 02 Senior/ Network Engineers - HANOI
** 02 Senior/ System Engineers - HANOI
** 01 IT Support - HANOI
** 02 Receptionists - HCM

If you are interested in working in an environment that has interesting characteristics such as Work-life balance, Work hard - Play hard, Young &amp; Dynamic; Opportunity to onsite to Singapore, ... Send your resume to me: minhluan.la@ved.com.vn OR Skype me: luanla82

WE OFFER:
• A very attractive salary package
• 13th month salary
• Yearly bonus
• Private health care program
• Lunch &amp; daily food
• Chance to work on-site in Singapore
• Career grow to upper levels and build up your own team","study: Diploma&#44; Business English, institution: Lotus University",Social Media ; Performance Management ; Digital Marketing ; Bonus ; Marketing ; Human Resources ; Recruiting ; HR Policies ; Online Marketing ; Social Media Marketing ; Teamwork ; Advertising ; Online Advertising,"work: Lazada Tech Hub&#44; Ho Chi Minh, position: Sr Technical Recruiter, desc:  ; work: IDM&#44; IDM Vietnam, position: HR Supervisor, desc:  ; work: Vietnam Esports (Garena)&#44; 15 Truong Dinh St, Dist 3, HCM City, position: Senior Recruitment Executive, desc: &quot;Aim to change people&#39;s lives by providing great experiments with Internet based services&quot;. 
This mission leads us to be the pioneer in e-sports and one of few technology companies providing e-payment &amp; e-commerce platforms. Some key factors about us: 

- One of fastest-growing technology companies in Vietnam. 
- Found 2009 and reached 1,300+ employees in Aug, 2015. 
- 50 Point of Customer Service nationwide besides 3 offices in Hanoi, Ho Chi Minh and Danang cities. 

Vietnam Esports - DARE - DREAM - DISCOVER 
www.vietnamesports.vn ; work: Red Brand Builders&#44; HCM, position: HR &amp; Administrator, desc:  ; work: DPI Center&#44; Ho Chi Minh City, position: Admin staff, desc: "
